f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
c9,c0,c0,c6,30,1,c0,c4,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.84,c0,143,1,c3
c1,c0,c2,c2,44,1,c0,c2,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8004,c1,181,0,c4
c4,c1,c0,c1,39,2,c0,c3,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,364,0,c4
c3,c1,c0,c3,31,2,c0,c1,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,680,0,c5
c0,c1,c0,c6,29,6,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,73,0,c6
c9,c0,c0,c5,31,2,c0,c4,c2,899.1,4963.6,c1,66.2207,-39.6,-1.1,0.5831999999999999,c1,401,0,c9
c1,c1,c0,c1,44,1,c0,c3,c1,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5304,c1,10,0,c8
c0,c0,c0,c6,37,1,c0,c0,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.5145999999999997,c1,52,0,c10
c4,c1,c2,c6,41,2,c1,c3,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9130000000000003,c1,341,0,c4
c9,c0,c0,c6,32,1,c1,c1,c2,899.1,5076.2,c1,64.5407,-25.12,-2.9,0.5154000000000001,c1,96,0,c7
c0,c0,c0,c3,35,1,c0,c2,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c1,133,0,c4
c7,c0,c0,c3,28,2,c0,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,117,0,c6
c9,c0,c0,c5,55,7,c0,c2,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,976,0,c7
c0,c0,c0,c6,43,3,c0,c4,c1,899.1,5099.1,c1,64.99009999999998,-40.0,-1.8,0.9185999999999999,c1,111,0,c2
c0,c0,c0,c2,26,2,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,878,0,c6
c1,c0,c0,c3,31,1,c1,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,870,0,c6
c7,c1,c0,c5,42,1,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,177,0,c4
c0,c1,c0,c3,34,2,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,176,0,c4
c3,c0,c0,c0,56,1,c0,c2,c0,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5124000000000001,c1,89,0,c7
c10,c0,c0,c3,40,5,c0,c0,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,300,0,c6
c1,c0,c0,c3,34,1,c0,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,143,1,c3
c9,c1,c0,c5,45,2,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,455,0,c4
c0,c1,c0,c6,46,2,c0,c3,c0,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9196000000000004,c1,138,0,c5
c1,c0,c2,c0,47,1,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,177,0,c4
c7,c0,c0,c1,47,2,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,100,0,c6
c6,c0,c0,c6,31,5,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,245,0,c6
c9,c0,c0,c7,34,8,c1,c3,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,8,0,c6
c0,c0,c0,c6,50,4,c1,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,508,0,c7
c0,c0,c0,c3,28,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,964,0,c6
c9,c1,c0,c5,45,5,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,20,0,c6
c1,c1,c0,c0,26,1,c1,c0,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.976,c1,41,0,c5
c9,c1,c2,c6,52,3,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,10,0,c5
c4,c0,c0,c6,30,1,c0,c2,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,493,0,c10
c1,c1,c0,c2,27,1,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,383,0,c4
c5,c0,c0,c0,88,2,c0,c2,c0,899.1,5099.1,c0,64.99009999999998,-40.0,-1.8,0.9978,c1,266,0,c2
c1,c0,c2,c0,52,1,c0,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,80,0,c6
c3,c1,c0,c0,53,9,c0,c4,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9183999999999997,c1,422,0,c4
c1,c0,c0,c0,40,2,c0,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.762,c1,61,0,c4
c0,c0,c0,c3,38,1,c0,c2,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9801999999999995,c1,246,0,c7
c4,c0,c0,c6,47,1,c0,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9801999999999995,c1,101,0,c7
c0,c0,c0,c6,33,1,c0,c2,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,159,0,c7
c0,c0,c0,c3,45,2,c0,c4,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,980,0,c10
c0,c0,c0,c6,49,1,c0,c3,c3,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,89,0,c7
c7,c0,c0,c3,28,1,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,85,0,c6
c4,c0,c2,c5,38,3,c0,c2,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.472,c1,58,0,c10
c9,c0,c0,c5,56,3,c0,c0,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c0,80,1,c4
c7,c1,c0,c7,41,2,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9748,c1,139,0,c5
c1,c0,c0,c2,40,1,c0,c3,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.819,c1,328,0,c3
c0,c1,c0,c3,40,13,c1,c4,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,10,0,c5
c1,c0,c0,c1,47,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,56,0,c7
c5,c0,c0,c0,66,1,c0,c1,c1,5.4,5008.7,c1,65.3583,-27.84,-1.8,0.393,c2,229,1,c2
c1,c0,c0,c2,39,1,c0,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.8898,c1,340,0,c3
c7,c0,c0,c3,28,14,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,15,0,c6
c9,c0,c0,c5,32,3,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c1,212,0,c4
c9,c1,c0,c5,38,1,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,349,0,c4
c1,c1,c0,c2,33,2,c0,c1,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,127,0,c4
c0,c0,c0,c6,33,2,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8004,c0,96,1,c4
c4,c0,c2,c1,41,4,c0,c0,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.5145999999999997,c1,264,0,c10
c9,c0,c0,c6,41,5,c0,c4,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,12,0,c10
c1,c0,c2,c2,55,2,c0,c1,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4918,c1,63,0,c10
c4,c0,c0,c6,44,2,c0,c1,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c0,170,1,c10
c1,c0,c0,c7,52,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,394,0,c6
c0,c0,c0,c5,27,1,c0,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,338,0,c4
c0,c0,c0,c3,58,1,c1,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9808,c1,314,0,c7
c7,c0,c0,c3,59,3,c0,c1,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.8718,c0,542,1,c3
c0,c0,c0,c6,46,6,c0,c2,c0,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.849,c0,201,1,c3
c9,c0,c0,c5,34,1,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,462,0,c7
c1,c0,c0,c3,37,1,c0,c1,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4918,c1,118,0,c10
c0,c0,c0,c3,37,3,c1,c4,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c0,71,1,c4
c10,c1,c0,c3,49,1,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8124,c1,96,0,c4
c4,c0,c0,c6,45,1,c1,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,186,0,c7
c8,c0,c0,c7,20,2,c1,c1,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,47,0,c3
c6,c1,c0,c6,27,3,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,215,0,c6
c5,c1,c0,c5,55,3,c0,c3,c0,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,416,0,c5
c7,c0,c2,c3,32,3,c0,c0,c1,9.0,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7464,c2,642,1,c4
c9,c0,c2,c7,56,3,c1,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,84,0,c6
c4,c1,c0,c6,54,2,c0,c0,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,288,0,c4
c7,c1,c0,c6,33,1,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,254,0,c5
c9,c1,c0,c6,29,1,c0,c4,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,256,0,c4
c9,c0,c0,c5,30,1,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c0,68,1,c4
c0,c0,c0,c3,29,1,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,1272,0,c6
c7,c0,c0,c3,31,2,c2,c3,c1,899.1,5099.1,c2,65.02509999999998,-36.96,-1.8,0.7961999999999999,c0,582,1,c4
c1,c1,c2,c1,45,1,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,131,0,c4
c2,c0,c0,c6,35,5,c0,c0,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,88,0,c6
c7,c0,c0,c3,31,4,c0,c0,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,881,0,c6
c10,c0,c0,c6,54,2,c1,c3,c1,899.1,5076.2,c1,64.72829999999999,-26.880000000000003,-2.9,0.5394,c1,141,0,c6
c0,c1,c0,c6,28,5,c0,c2,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9772,c1,249,0,c5
c1,c1,c0,c0,32,5,c0,c2,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,489,0,c5
c0,c0,c0,c1,47,1,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,426,0,c6
c8,c0,c0,c5,28,2,c0,c4,c2,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.49499999999999994,c1,36,0,c7
c3,c0,c0,c3,40,3,c0,c2,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8004,c0,136,1,c4
c7,c0,c0,c5,33,4,c1,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,630,0,c6
c0,c1,c0,c6,36,2,c0,c0,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.976,c1,247,0,c5
c0,c0,c0,c6,43,3,c0,c4,c0,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,882,0,c3
c1,c0,c0,c0,40,2,c0,c0,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c1,84,0,c4
c9,c0,c0,c5,39,1,c0,c3,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9808,c1,122,0,c7
c9,c0,c0,c5,40,1,c0,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,234,0,c6
c1,c1,c0,c2,35,3,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,15,0,c5
c7,c0,c0,c7,47,2,c0,c1,c0,899.1,4991.6,c1,65.8189,-30.64,-1.7,0.5394,c0,113,1,c7
c0,c1,c0,c6,51,3,c2,c4,c1,899.1,5076.2,c2,64.72829999999999,-26.880000000000003,-2.9,0.5526,c1,116,0,c6
c6,c0,c0,c6,32,3,c0,c0,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,66,1,c4
c0,c0,c0,c6,36,3,c0,c4,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,71,0,c7
c4,c0,c0,c6,31,3,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,58,0,c7
c1,c0,c0,c5,32,1,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c0,757,1,c4
c9,c1,c0,c5,35,3,c1,c4,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,102,0,c4
c9,c0,c0,c5,53,1,c0,c4,c0,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,75,0,c7
c5,c1,c0,c6,67,4,c0,c3,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.861,c1,126,0,c3
c9,c0,c0,c5,31,3,c0,c1,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c1,160,0,c4
c6,c0,c2,c6,57,2,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,932,0,c7
c1,c1,c0,c1,42,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,287,0,c4
c1,c1,c0,c3,25,3,c0,c4,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9801999999999995,c1,446,0,c5
c6,c1,c0,c5,32,5,c1,c4,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c1,65,0,c4
c1,c0,c0,c0,36,6,c0,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,97,0,c6
c7,c0,c0,c3,56,5,c0,c0,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,153,0,c7
c7,c0,c0,c1,45,2,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,671,0,c7
c9,c1,c2,c5,50,7,c1,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,705,0,c5
c1,c0,c0,c0,27,1,c0,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,66,0,c6
c9,c0,c0,c6,32,3,c0,c4,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,166,0,c7
c0,c1,c0,c3,28,2,c1,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,260,0,c5
c9,c1,c0,c1,26,1,c1,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,261,0,c4
c3,c0,c0,c0,45,4,c0,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,241,0,c6
c0,c1,c0,c6,35,1,c1,c4,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,218,0,c4
c1,c1,c2,c0,42,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,78,0,c4
c2,c0,c0,c6,40,2,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9819999999999998,c1,145,0,c7
c6,c0,c0,c6,30,2,c0,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.861,c1,152,0,c3
c1,c1,c2,c2,34,19,c1,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,1245,0,c4
c1,c0,c2,c0,52,1,c0,c3,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,82,0,c7
c7,c0,c2,c3,53,1,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,76,0,c7
c1,c1,c0,c3,33,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,858,0,c4
c9,c0,c0,c5,24,3,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,200,1,c3
c0,c0,c0,c6,38,3,c0,c1,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7746,c1,225,0,c4
c0,c1,c0,c3,34,1,c1,c3,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,186,0,c4
c9,c1,c2,c5,49,12,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,219,0,c6
c1,c0,c2,c1,33,3,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,75,0,c6
c1,c1,c2,c2,28,1,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,325,0,c5
c0,c1,c0,c3,34,2,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,172,0,c4
c9,c0,c1,c5,48,1,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,133,0,c7
c4,c1,c2,c6,57,3,c1,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,59,0,c4
c3,c0,c0,c1,45,1,c0,c2,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8004,c0,236,1,c4
c4,c1,c2,c3,28,1,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,249,0,c4
c9,c1,c0,c3,32,2,c1,c0,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,123,0,c4
c0,c0,c0,c3,52,2,c0,c0,c0,899.1,5195.8,c0,65.24,-33.6,-0.1,2.5145999999999997,c1,529,0,c10
c9,c0,c0,c5,59,5,c0,c4,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,492,0,c7
c7,c0,c0,c3,31,2,c0,c3,c2,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,67,0,c10
c4,c0,c0,c6,32,5,c0,c1,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,131,0,c6
c0,c0,c2,c1,33,2,c0,c3,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,72,0,c4
c7,c1,c0,c0,58,1,c0,c2,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9183999999999997,c1,279,0,c5
c0,c1,c0,c3,31,3,c0,c1,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,271,0,c4
c1,c0,c2,c3,49,1,c1,c3,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,147,0,c7
c0,c1,c0,c3,52,2,c0,c0,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c0,54,1,c4
c4,c0,c0,c6,40,2,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,77,0,c6
c10,c0,c0,c5,31,1,c0,c1,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c1,32,0,c4
c2,c1,c0,c6,37,2,c0,c0,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,744,0,c4
c4,c0,c0,c3,46,3,c0,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,79,0,c10
c1,c0,c2,c2,31,1,c0,c0,c1,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7595999999999999,c1,388,0,c5
c1,c1,c2,c0,40,1,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,215,0,c4
c1,c0,c0,c0,27,1,c0,c1,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c1,259,0,c4
c0,c1,c0,c6,35,8,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,127,0,c4
c1,c0,c0,c3,45,1,c1,c2,c2,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5316,c1,327,0,c8
c0,c0,c2,c6,39,4,c0,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,117,0,c7
c1,c0,c0,c0,40,2,c0,c4,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,179,0,c3
c3,c0,c2,c0,56,1,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,87,0,c7
c0,c0,c0,c6,36,2,c0,c1,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,260,0,c4
c0,c0,c2,c6,59,2,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,113,0,c7
c0,c0,c0,c6,33,3,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c1,82,0,c4
c0,c0,c0,c6,35,2,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.762,c1,138,0,c4
c8,c0,c0,c6,34,2,c0,c3,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,48,0,c10
c6,c0,c0,c5,29,2,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7686,c0,774,1,c4
c5,c0,c0,c3,72,1,c0,c0,c1,899.1,5017.5,c0,64.8543,-24.080000000000002,-3.4,0.42840000000000006,c1,257,0,c10
c10,c0,c0,c3,25,2,c0,c2,c1,5.4,5008.7,c1,65.3583,-27.84,-1.8,0.39059999999999995,c2,436,1,c2
c2,c0,c0,c7,41,1,c0,c4,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c1,317,0,c4
c5,c0,c0,c3,60,2,c2,c2,c1,899.1,5228.1,c2,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,590,0,c7
c0,c1,c0,c0,47,2,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,126,0,c4
c0,c1,c0,c3,33,3,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,316,0,c4
c1,c1,c0,c5,34,1,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,518,0,c4
c9,c0,c0,c3,35,1,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,603,0,c7
c5,c0,c0,c3,71,1,c0,c0,c1,899.1,4963.6,c0,65.93929999999999,-30.0,-1.1,0.5274,c1,363,0,c8
c6,c0,c0,c6,44,4,c0,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,89,0,c10
c0,c1,c0,c3,34,1,c0,c3,c1,899.1,4991.6,c1,65.9505,-32.24,-1.7,0.4692,c0,12,1,c6
c1,c1,c2,c0,52,1,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,711,0,c4
c9,c0,c0,c5,26,2,c0,c2,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,83,0,c6
c9,c0,c0,c6,30,7,c1,c0,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,149,0,c6
c3,c0,c0,c1,52,1,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,268,0,c7
c9,c0,c2,c3,37,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,204,0,c7
c9,c1,c0,c5,52,2,c1,c1,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c0,285,1,c10
c6,c0,c0,c6,42,2,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,219,0,c7
c0,c0,c0,c3,25,2,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,189,0,c6
c1,c1,c2,c0,48,3,c0,c3,c0,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9196000000000004,c1,63,0,c5
c0,c0,c0,c3,23,3,c0,c3,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c0,70,1,c4
c9,c0,c0,c5,39,2,c0,c4,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c0,128,1,c4
c1,c0,c0,c2,47,2,c0,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,9,0,c3
c0,c0,c0,c6,54,1,c2,c2,c0,899.1,5099.1,c2,65.02509999999998,-36.96,-1.8,0.762,c1,161,0,c4
c9,c0,c0,c6,41,2,c1,c0,c1,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7595999999999999,c1,244,0,c5
c9,c0,c0,c3,35,5,c0,c2,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,515,0,c10
c0,c1,c2,c6,39,15,c0,c4,c0,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,333,0,c5
c1,c0,c0,c5,33,1,c2,c2,c1,899.1,5076.2,c2,65.07409999999999,-32.64,-2.9,0.756,c1,240,0,c5
c9,c0,c0,c6,33,1,c0,c0,c1,899.1,5008.7,c1,65.7132,-32.0,-1.8,0.41100000000000003,c1,508,0,c4
c1,c0,c2,c2,35,1,c1,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c0,153,1,c4
c1,c0,c2,c7,50,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9748,c1,1275,0,c6
c4,c0,c0,c6,47,3,c0,c1,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4918,c1,141,0,c10
